CATH FunFam ID,CATH Family,Functional Family
2.90.20.10.FF9432,2.90.20.10,FF9432
1.10.1080.10.FF524,1.10.1080.10,FF524
2.60.40.10.FF132356,2.60.40.10,FF132356
2.30.130.10.FF4887,2.30.130.10,FF4887
3.30.200.20.FF64368,3.30.200.20,FF64368
1.20.58.60.FF13438,1.20.58.60,FF13438
2.40.20.10.FF1643,2.40.20.10,FF1643
1.20.82.10.FF186,1.20.82.10,FF186
3.40.50.740.FF11984,3.40.50.740,FF11984
1.20.58.120.FF487,1.20.58.120,FF487
3.40.120.10.FF16364,3.40.120.10,FF16364
3.90.1290.10.FF692,3.90.1290.10,FF692
2.30.180.10.FF3852,2.30.180.10,FF3852
2.40.10.10.FF46005,2.40.10.10,FF46005
1.10.1160.10.FF2860,1.10.1160.10,FF2860
1.50.40.10.FF1565,1.50.40.10,FF1565
2.10.110.10.FF4219,2.10.110.10,FF4219
2.120.10.80.FF8779,2.120.10.80,FF8779
2.160.10.10.FF25676,2.160.10.10,FF25676
3.20.20.80.FF53268,3.20.20.80,FF53268
1.20.120.350.FF4293,1.20.120.350,FF4293
3.30.230.30.FF1187,3.30.230.30,FF1187
1.25.40.20.FF61988,1.25.40.20,FF61988
3.30.450.20.FF87707,3.30.450.20,FF87707
3.20.20.140.FF2005,3.20.20.140,FF2005
2.30.30.40.FF19438,2.30.30.40,FF19438
3.40.30.10.FF78786,3.40.30.10,FF78786
2.60.40.10.FF133171,2.60.40.10,FF133171
2.60.40.10.FF136228,2.60.40.10,FF136228
1.10.1070.11.FF739,1.10.1070.11,FF739
3.40.50.300.FF619909,3.40.50.300,FF619909
2.60.120.200.FF24901,2.60.120.200,FF24901
3.40.50.1000.FF57641,3.40.50.1000,FF57641
3.20.20.150.FF10702,3.20.20.150,FF10702
3.40.50.1000.FF57310,3.40.50.1000,FF57310
1.10.400.10.FF513,1.10.400.10,FF513
1.20.1170.10.FF26015,1.20.1170.10,FF26015
2.20.100.10.FF9952,2.20.100.10,FF9952
1.10.8.10.FF14692,1.10.8.10,FF14692
3.80.10.10.FF30520,3.80.10.10,FF30520
2.160.10.10.FF63696,2.160.10.10,FF63696
2.30.39.10.FF4378,2.30.39.10,FF4378
3.30.40.10.FF1163,3.30.40.10,FF1163
2.60.40.10.FF137188,2.60.40.10,FF137188
3.40.50.10140.FF4305,3.40.50.10140,FF4305
2.130.10.10.FF104046,2.130.10.10,FF104046
3.80.10.10.FF106039,3.80.10.10,FF106039
2.30.90.10.FF413,2.30.90.10,FF413
2.30.29.30.FF22489,2.30.29.30,FF22489
3.40.720.10.FF19128,3.40.720.10,FF19128
3.40.50.300.FF452968,3.40.50.300,FF452968
2.60.40.10.FF133117,2.60.40.10,FF133117
2.30.29.30.FF21929,2.30.29.30,FF21929
3.90.1150.10.FF81252,3.90.1150.10,FF81252
1.20.870.10.FF639,1.20.870.10,FF639
3.40.50.720.FF29896,3.40.50.720,FF29896
1.20.58.60.FF4018,1.20.58.60,FF4018
1.10.10.60.FF12348,1.10.10.60,FF12348
2.60.40.150.FF15248,2.60.40.150,FF15248
3.30.420.40.FF37288,3.30.420.40,FF37288
3.40.50.300.FF634955,3.40.50.300,FF634955
3.30.830.10.FF1158,3.30.830.10,FF1158
3.90.226.10.FF34062,3.90.226.10,FF34062
2.30.29.30.FF11041,2.30.29.30,FF11041
1.20.144.10.FF7191,1.20.144.10,FF7191
2.60.120.200.FF24646,2.60.120.200,FF24646
2.30.29.30.FF22437,2.30.29.30,FF22437
3.30.70.330.FF6258,3.30.70.330,FF6258
3.30.1370.10.FF2284,3.30.1370.10,FF2284
3.10.100.10.FF12010,3.10.100.10,FF12010
3.30.450.20.FF87873,3.30.450.20,FF87873
1.10.10.60.FF123299,1.10.10.60,FF123299
3.10.129.10.FF29823,3.10.129.10,FF29823
3.30.710.10.FF7903,3.30.710.10,FF7903
3.90.660.20.FF1058,3.90.660.20,FF1058
3.30.890.10.FF15,3.30.890.10,FF15
2.60.200.20.FF8114,2.60.200.20,FF8114
3.90.640.10.FF8156,3.90.640.10,FF8156
3.40.250.10.FF16119,3.40.250.10,FF16119
2.60.40.10.FF134781,2.60.40.10,FF134781
3.40.50.1820.FF115207,3.40.50.1820,FF115207
1.10.10.60.FF124137,1.10.10.60,FF124137
3.40.30.10.FF78829,3.40.30.10,FF78829
2.60.60.20.FF1044,2.60.60.20,FF1044
2.60.40.10.FF13719,2.60.40.10,FF13719
1.25.10.10.FF69947,1.25.10.10,FF69947
3.30.50.10.FF1405,3.30.50.10,FF1405
2.30.30.30.FF9201,2.30.30.30,FF9201
3.40.50.2300.FF150706,3.40.50.2300,FF150706
2.70.130.10.FF2068,2.70.130.10,FF2068
3.30.70.20.FF39627,3.30.70.20,FF39627
3.10.20.90.FF16150,3.10.20.90,FF16150
2.30.42.10.FF524,2.30.42.10,FF524
4.10.365.10.FF287,4.10.365.10,FF287
2.170.140.10.FF5406,2.170.140.10,FF5406
3.30.70.1350.FF4210,3.30.70.1350,FF4210
1.20.1110.10.FF14744,1.20.1110.10,FF14744
4.10.840.10.FF9,4.10.840.10,FF9
3.30.160.20.FF9306,3.30.160.20,FF9306
1.20.1540.10.FF4884,1.20.1540.10,FF4884
3.40.50.2000.FF96346,3.40.50.2000,FF96346
1.20.1070.10.FF44803,1.20.1070.10,FF44803
2.90.20.10.FF848,2.90.20.10,FF848
3.30.479.20.FF4949,3.30.479.20,FF4949
3.80.10.10.FF74400,3.80.10.10,FF74400
1.20.120.140.FF4563,1.20.120.140,FF4563
2.60.200.10.FF414,2.60.200.10,FF414
3.40.50.880.FF34074,3.40.50.880,FF34074
2.20.100.10.FF9623,2.20.100.10,FF9623
3.30.830.10.FF16618,3.30.830.10,FF16618
2.60.40.10.FF136981,2.60.40.10,FF136981
1.10.20.10.FF5780,1.10.20.10,FF5780
1.10.10.10.FF263997,1.10.10.10,FF263997
1.10.1040.10.FF17490,1.10.1040.10,FF17490
2.30.30.140.FF2070,2.30.30.140,FF2070
3.40.50.720.FF290507,3.40.50.720,FF290507
1.10.150.20.FF27104,1.10.150.20,FF27104
3.80.10.10.FF36551,3.80.10.10,FF36551
3.40.720.10.FF18751,3.40.720.10,FF18751
2.160.10.10.FF81500,2.160.10.10,FF81500
3.40.50.10050.FF1707,3.40.50.10050,FF1707
1.20.1170.10.FF14017,1.20.1170.10,FF14017
3.30.40.10.FF7930,3.30.40.10,FF7930
2.60.40.10.FF131482,2.60.40.10,FF131482
1.10.400.10.FF1433,1.10.400.10,FF1433
2.160.10.10.FF79669,2.160.10.10,FF79669
3.30.40.10.FF59751,3.30.40.10,FF59751
3.30.40.10.FF59633,3.30.40.10,FF59633
1.25.40.20.FF19564,1.25.40.20,FF19564
3.90.1150.10.FF81016,3.90.1150.10,FF81016
3.40.50.1000.FF57093,3.40.50.1000,FF57093
1.20.1250.10.FF7860,1.20.1250.10,FF7860
1.25.10.10.FF68478,1.25.10.10,FF68478
4.10.270.10.FF6382,4.10.270.10,FF6382
3.90.1140.10.FF2834,3.90.1140.10,FF2834
2.60.120.640.FF6529,2.60.120.640,FF6529
2.90.20.10.FF9345,2.90.20.10,FF9345
3.40.50.2300.FF2454,3.40.50.2300,FF2454
1.10.1220.10.FF8787,1.10.1220.10,FF8787
1.10.110.10.FF3442,1.10.110.10,FF3442
3.30.40.10.FF3318,3.30.40.10,FF3318
2.60.40.10.FF132587,2.60.40.10,FF132587
2.60.40.10.FF133551,2.60.40.10,FF133551
1.10.238.10.FF14627,1.10.238.10,FF14627
3.30.390.30.FF7673,3.30.390.30,FF7673
2.70.150.10.FF9875,2.70.150.10,FF9875
1.20.1250.20.FF181092,1.20.1250.20,FF181092
3.30.40.10.FF60176,3.30.40.10,FF60176
3.30.70.1400.FF1427,3.30.70.1400,FF1427
3.40.50.150.FF135253,3.40.50.150,FF135253
3.30.230.10.FF27903,3.30.230.10,FF27903
3.40.50.150.FF136120,3.40.50.150,FF136120
4.10.410.10.FF3548,4.10.410.10,FF3548
3.40.50.150.FF135011,3.40.50.150,FF135011
2.30.40.10.FF31898,2.30.40.10,FF31898
2.60.40.10.FF135697,2.60.40.10,FF135697
3.40.30.10.FF78878,3.40.30.10,FF78878
3.30.70.250.FF4108,3.30.70.250,FF4108
1.20.5.170.FF18348,1.20.5.170,FF18348
2.130.10.10.FF102523,2.130.10.10,FF102523
3.40.50.10480.FF3829,3.40.50.10480,FF3829
3.40.50.150.FF136377,3.40.50.150,FF136377
3.40.30.10.FF78525,3.40.30.10,FF78525
2.30.30.40.FF19316,2.30.30.40,FF19316
2.40.50.140.FF51916,2.40.50.140,FF51916
3.80.10.10.FF106957,3.80.10.10,FF106957
3.30.60.30.FF4620,3.30.60.30,FF4620
2.10.25.10.FF44106,2.10.25.10,FF44106
3.30.160.60.FF2867,3.30.160.60,FF2867
3.10.50.40.FF14289,3.10.50.40,FF14289
2.60.120.40.FF2531,2.60.120.40,FF2531
1.10.1060.10.FF3204,1.10.1060.10,FF3204
3.30.43.10.FF11881,3.30.43.10,FF11881
2.60.120.260.FF35173,2.60.120.260,FF35173
3.40.50.720.FF286674,3.40.50.720,FF286674
1.20.1150.12.FF170,1.20.1150.12,FF170
3.40.50.300.FF631218,3.40.50.300,FF631218
2.30.40.10.FF11483,2.30.40.10,FF11483
3.30.2090.10.FF12567,3.30.2090.10,FF12567
3.30.40.10.FF11112,3.30.40.10,FF11112
3.30.70.330.FF41728,3.30.70.330,FF41728
3.30.40.10.FF59748,3.30.40.10,FF59748
2.30.42.10.FF23550,2.30.42.10,FF23550
1.10.40.60.FF955,1.10.40.60,FF955
3.30.300.30.FF32500,3.30.300.30,FF32500
3.40.1030.10.FF3300,3.40.1030.10,FF3300
2.60.40.10.FF48317,2.60.40.10,FF48317
3.40.50.410.FF19433,3.40.50.410,FF19433
3.30.70.330.FF3358,3.30.70.330,FF3358
3.40.1280.10.FF11590,3.40.1280.10,FF11590
2.10.25.10.FF44230,2.10.25.10,FF44230
3.40.190.10.FF201801,3.40.190.10,FF201801
3.40.50.300.FF630392,3.40.50.300,FF630392
1.20.58.60.FF8728,1.20.58.60,FF8728
3.90.226.10.FF33932,3.90.226.10,FF33932
3.30.40.10.FF61351,3.30.40.10,FF61351
1.20.120.330.FF23761,1.20.120.330,FF23761
4.10.40.20.FF164,4.10.40.20,FF164
2.30.29.30.FF22091,2.30.29.30,FF22091
3.30.420.10.FF2229,3.30.420.10,FF2229
2.60.210.10.FF2357,2.60.210.10,FF2357
2.30.39.10.FF1096,2.30.39.10,FF1096
3.60.40.10.FF11540,3.60.40.10,FF11540
3.90.70.10.FF11111,3.90.70.10,FF11111
2.130.10.10.FF102921,2.130.10.10,FF102921
2.60.40.10.FF135879,2.60.40.10,FF135879
3.30.470.20.FF31341,3.30.470.20,FF31341
3.10.20.90.FF15962,3.10.20.90,FF15962
3.30.1520.10.FF1915,3.30.1520.10,FF1915
2.30.90.10.FF1629,2.30.90.10,FF1629
3.90.76.10.FF9298,3.90.76.10,FF9298
2.60.200.20.FF2019,2.60.200.20,FF2019
2.60.40.10.FF134891,2.60.40.10,FF134891
3.30.1370.10.FF8315,3.30.1370.10,FF8315
1.20.1080.10.FF5090,1.20.1080.10,FF5090
2.30.30.140.FF4730,2.30.30.140,FF4730
3.30.9.10.FF17563,3.30.9.10,FF17563
1.20.1250.20.FF180516,1.20.1250.20,FF180516
3.30.1490.20.FF23102,3.30.1490.20,FF23102
2.30.31.10.FF392,2.30.31.10,FF392
2.30.29.30.FF2920,2.30.29.30,FF2920
3.40.50.1370.FF8168,3.40.50.1370,FF8168
3.80.10.10.FF105344,3.80.10.10,FF105344
2.60.120.200.FF17368,2.60.120.200,FF17368
1.20.1170.10.FF26025,1.20.1170.10,FF26025
3.40.50.300.FF633636,3.40.50.300,FF633636
1.25.10.10.FF68309,1.25.10.10,FF68309
2.60.40.60.FF1260,2.60.40.60,FF1260
3.40.50.720.FF290978,3.40.50.720,FF290978
1.25.40.20.FF62006,1.25.40.20,FF62006
2.40.20.10.FF1666,2.40.20.10,FF1666
4.10.1000.10.FF2423,4.10.1000.10,FF2423
3.10.129.10.FF1002,3.10.129.10,FF1002
2.30.29.30.FF22251,2.30.29.30,FF22251
1.10.10.10.FF265627,1.10.10.10,FF265627
4.10.1000.10.FF3114,4.10.1000.10,FF3114
3.40.50.720.FF289730,3.40.50.720,FF289730
2.40.155.10.FF21222,2.40.155.10,FF21222
2.30.29.30.FF22358,2.30.29.30,FF22358
3.40.720.10.FF19050,3.40.720.10,FF19050
2.60.260.20.FF10342,2.60.260.20,FF10342
3.40.50.2300.FF1420,3.40.50.2300,FF1420
2.160.10.10.FF50475,2.160.10.10,FF50475
1.20.1170.10.FF9195,1.20.1170.10,FF9195
3.30.40.10.FF60735,3.30.40.10,FF60735
2.30.39.10.FF940,2.30.39.10,FF940
3.90.1200.10.FF17236,3.90.1200.10,FF17236
3.30.497.10.FF3609,3.30.497.10,FF3609
1.20.1070.10.FF44968,1.20.1070.10,FF44968
3.30.930.10.FF31375,3.30.930.10,FF31375
1.10.238.10.FF32030,1.10.238.10,FF32030
3.30.40.10.FF60240,3.30.40.10,FF60240
2.20.100.10.FF9598,2.20.100.10,FF9598
1.10.287.130.FF2160,1.10.287.130,FF2160
1.20.58.60.FF15937,1.20.58.60,FF15937
3.20.20.140.FF40156,3.20.20.140,FF40156
2.90.20.10.FF9668,2.90.20.10,FF9668
3.40.50.2000.FF67698,3.40.50.2000,FF67698
2.40.50.120.FF1049,2.40.50.120,FF1049
3.40.390.10.FF1051,3.40.390.10,FF1051
3.30.559.10.FF22296,3.30.559.10,FF22296
1.10.340.30.FF7892,1.10.340.30,FF7892
3.40.50.300.FF354761,3.40.50.300,FF354761
1.10.3210.10.FF17675,1.10.3210.10,FF17675
3.40.1130.10.FF6645,3.40.1130.10,FF6645
4.10.320.10.FF3894,4.10.320.10,FF3894
1.10.10.10.FF113602,1.10.10.10,FF113602
3.90.1290.10.FF988,3.90.1290.10,FF988
1.10.225.10.FF1988,1.10.225.10,FF1988
1.10.10.60.FF124577,1.10.10.60,FF124577
1.20.58.280.FF3486,1.20.58.280,FF3486
1.10.506.10.FF1253,1.10.506.10,FF1253
2.60.120.590.FF2394,2.60.120.590,FF2394
2.30.130.10.FF4739,2.30.130.10,FF4739
2.20.25.20.FF224,2.20.25.20,FF224
2.60.40.10.FF37539,2.60.40.10,FF37539
1.10.150.50.FF2735,1.10.150.50,FF2735
3.20.20.70.FF120450,3.20.20.70,FF120450
2.170.270.10.FF5048,2.170.270.10,FF5048
1.10.1200.10.FF24031,1.10.1200.10,FF24031
2.30.30.40.FF19466,2.30.30.40,FF19466
1.10.8.10.FF15121,1.10.8.10,FF15121
2.60.40.10.FF25950,2.60.40.10,FF25950
2.10.70.10.FF2736,2.10.70.10,FF2736
1.25.10.10.FF8456,1.25.10.10,FF8456
2.60.40.10.FF48334,2.60.40.10,FF48334
3.30.365.10.FF16588,3.30.365.10,FF16588
1.10.800.10.FF115,1.10.800.10,FF115
3.30.70.330.FF42473,3.30.70.330,FF42473
1.50.10.20.FF6388,1.50.10.20,FF6388
3.40.250.10.FF16123,3.40.250.10,FF16123
2.120.10.30.FF32932,2.120.10.30,FF32932
1.10.287.380.FF1913,1.10.287.380,FF1913
3.30.70.1440.FF4918,3.30.70.1440,FF4918
1.10.10.10.FF265163,1.10.10.10,FF265163
1.20.1560.10.FF26803,1.20.1560.10,FF26803
2.170.300.10.FF7741,2.170.300.10,FF7741
3.40.50.300.FF635007,3.40.50.300,FF635007
3.50.50.60.FF113075,3.50.50.60,FF113075
1.10.10.60.FF123417,1.10.10.60,FF123417
1.10.287.70.FF16494,1.10.287.70,FF16494
3.40.50.1000.FF57784,3.40.50.1000,FF57784
2.90.20.10.FF9529,2.90.20.10,FF9529
3.10.20.30.FF22275,3.10.20.30,FF22275
4.10.900.10.FF550,4.10.900.10,FF550
3.30.500.10.FF1488,3.30.500.10,FF1488
2.60.40.10.FF137189,2.60.40.10,FF137189
2.30.29.30.FF22336,2.30.29.30,FF22336
3.40.50.150.FF135513,3.40.50.150,FF135513
1.25.10.10.FF69164,1.25.10.10,FF69164
3.40.190.10.FF197704,3.40.190.10,FF197704
3.20.20.60.FF13968,3.20.20.60,FF13968
1.10.10.400.FF1824,1.10.10.400,FF1824
2.30.30.40.FF19131,2.30.30.40,FF19131
3.30.420.40.FF46063,3.30.420.40,FF46063
2.60.120.10.FF17775,2.60.120.10,FF17775
1.20.58.60.FF7599,1.20.58.60,FF7599
1.10.238.10.FF33332,1.10.238.10,FF33332
2.60.350.10.FF9351,2.60.350.10,FF9351
1.10.1040.10.FF17543,1.10.1040.10,FF17543
2.60.60.20.FF2342,2.60.60.20,FF2342
2.130.10.10.FF8283,2.130.10.10,FF8283
1.25.40.20.FF25607,1.25.40.20,FF25607
2.70.100.10.FF274,2.70.100.10,FF274
1.25.10.10.FF69676,1.25.10.10,FF69676
3.30.565.10.FF80731,3.30.565.10,FF80731
2.40.280.10.FF1740,2.40.280.10,FF1740
2.60.40.10.FF87229,2.60.40.10,FF87229
1.10.12.10.FF5670,1.10.12.10,FF5670
3.30.1360.10.FF2991,3.30.1360.10,FF2991
3.90.70.10.FF14728,3.90.70.10,FF14728
1.20.58.390.FF265,1.20.58.390,FF265
2.40.160.20.FF9678,2.40.160.20,FF9678
3.40.50.300.FF630158,3.40.50.300,FF630158
3.10.105.10.FF8444,3.10.105.10,FF8444
3.40.50.300.FF630704,3.40.50.300,FF630704
2.60.40.1130.FF39,2.60.40.1130,FF39
2.130.10.30.FF7617,2.130.10.30,FF7617
3.40.47.10.FF10927,3.40.47.10,FF10927
1.10.1060.10.FF10298,1.10.1060.10,FF10298
3.30.70.270.FF46106,3.30.70.270,FF46106
3.40.50.2300.FF113763,3.40.50.2300,FF113763
2.40.50.120.FF1062,2.40.50.120,FF1062
2.60.120.200.FF23353,2.60.120.200,FF23353
1.10.472.10.FF2069,1.10.472.10,FF2069
2.60.120.590.FF2420,2.60.120.590,FF2420
3.10.20.90.FF6465,3.10.20.90,FF6465
1.10.3520.10.FF418,1.10.3520.10,FF418
1.20.58.60.FF10168,1.20.58.60,FF10168
2.10.70.10.FF16788,2.10.70.10,FF16788
3.40.50.150.FF134318,3.40.50.150,FF134318
2.30.42.10.FF5976,2.30.42.10,FF5976
2.20.100.10.FF5665,2.20.100.10,FF5665
1.10.720.30.FF2314,1.10.720.30,FF2314
2.80.10.50.FF13204,2.80.10.50,FF13204
3.20.20.80.FF52752,3.20.20.80,FF52752
2.60.40.10.FF58404,2.60.40.10,FF58404
3.40.50.300.FF633712,3.40.50.300,FF633712
2.30.39.10.FF4616,2.30.39.10,FF4616
3.40.80.10.FF3154,3.40.80.10,FF3154
3.40.50.150.FF135023,3.40.50.150,FF135023
3.40.50.300.FF629143,3.40.50.300,FF629143
1.25.10.10.FF68903,1.25.10.10,FF68903
3.50.50.60.FF113199,3.50.50.60,FF113199
3.50.50.60.FF113096,3.50.50.60,FF113096
1.20.5.20.FF411,1.20.5.20,FF411
3.40.50.150.FF135472,3.40.50.150,FF135472
3.20.20.70.FF120894,3.20.20.70,FF120894
3.30.70.260.FF21507,3.30.70.260,FF21507
1.10.1440.10.FF275,1.10.1440.10,FF275
3.40.50.300.FF633553,3.40.50.300,FF633553
2.60.40.1730.FF212,2.60.40.1730,FF212
1.25.40.20.FF62219,1.25.40.20,FF62219
3.30.40.10.FF60957,3.30.40.10,FF60957
1.25.10.10.FF68807,1.25.10.10,FF68807
3.40.50.300.FF633975,3.40.50.300,FF633975
1.20.1250.20.FF180879,1.20.1250.20,FF180879
2.160.10.10.FF80486,2.160.10.10,FF80486
3.30.70.330.FF41500,3.30.70.330,FF41500
1.10.10.10.FF263215,1.10.10.10,FF263215
1.10.8.50.FF5458,1.10.8.50,FF5458
1.20.1250.10.FF8115,1.20.1250.10,FF8115
3.30.70.330.FF8570,3.30.70.330,FF8570
2.40.10.10.FF46527,2.40.10.10,FF46527
3.40.30.10.FF78756,3.40.30.10,FF78756
2.40.70.10.FF23129,2.40.70.10,FF23129
2.40.128.80.FF125,2.40.128.80,FF125
3.90.640.10.FF7787,3.90.640.10,FF7787
3.40.720.10.FF18925,3.40.720.10,FF18925
3.40.50.300.FF634313,3.40.50.300,FF634313
3.40.190.10.FF87536,3.40.190.10,FF87536
2.40.20.10.FF1589,2.40.20.10,FF1589
1.10.150.80.FF3215,1.10.150.80,FF3215
1.25.10.10.FF4990,1.25.10.10,FF4990
3.50.50.60.FF113262,3.50.50.60,FF113262
2.20.100.10.FF9903,2.20.100.10,FF9903
3.40.190.10.FF203628,3.40.190.10,FF203628
3.30.1330.30.FF6673,3.30.1330.30,FF6673
3.50.50.60.FF111967,3.50.50.60,FF111967
2.30.29.30.FF4830,2.30.29.30,FF4830
1.10.287.560.FF1018,1.10.287.560,FF1018
2.60.40.10.FF4666,2.60.40.10,FF4666
2.20.100.10.FF9610,2.20.100.10,FF9610
2.115.10.20.FF5437,2.115.10.20,FF5437
1.10.10.60.FF123889,1.10.10.60,FF123889
3.30.1520.10.FF3963,3.30.1520.10,FF3963
1.25.40.60.FF570,1.25.40.60,FF570
1.20.58.60.FF16125,1.20.58.60,FF16125
1.10.150.40.FF73,1.10.150.40,FF73
3.40.1400.10.FF1683,3.40.1400.10,FF1683
2.60.40.10.FF134807,2.60.40.10,FF134807
2.60.40.10.FF133317,2.60.40.10,FF133317
3.30.1360.10.FF2844,3.30.1360.10,FF2844
1.10.287.70.FF16889,1.10.287.70,FF16889
3.40.50.300.FF633623,3.40.50.300,FF633623
2.60.120.10.FF13660,2.60.120.10,FF13660
2.40.70.10.FF23050,2.40.70.10,FF23050
3.40.1020.10.FF643,3.40.1020.10,FF643
3.40.190.10.FF84017,3.40.190.10,FF84017
3.40.440.10.FF3615,3.40.440.10,FF3615
1.10.238.10.FF32365,1.10.238.10,FF32365
2.60.40.10.FF136686,2.60.40.10,FF136686
3.90.950.10.FF5621,3.90.950.10,FF5621
2.160.10.10.FF80648,2.160.10.10,FF80648
2.60.40.150.FF79,2.60.40.150,FF79
1.25.40.10.FF145996,1.25.40.10,FF145996
1.20.90.10.FF1906,1.20.90.10,FF1906
1.10.10.10.FF263183,1.10.10.10,FF263183
2.10.25.10.FF45529,2.10.25.10,FF45529
1.10.10.10.FF266686,1.10.10.10,FF266686
2.30.42.10.FF23627,2.30.42.10,FF23627
1.20.58.60.FF7149,1.20.58.60,FF7149
1.10.10.60.FF124827,1.10.10.60,FF124827
1.10.110.10.FF3453,1.10.110.10,FF3453
3.40.50.1910.FF1456,3.40.50.1910,FF1456
3.90.740.10.FF1790,3.90.740.10,FF1790
3.80.10.10.FF720,3.80.10.10,FF720
1.20.1170.10.FF26114,1.20.1170.10,FF26114
2.130.10.10.FF12330,2.130.10.10,FF12330
3.40.50.300.FF627362,3.40.50.300,FF627362
1.25.10.10.FF68877,1.25.10.10,FF68877
2.30.29.30.FF1495,2.30.29.30,FF1495
3.50.50.60.FF56909,3.50.50.60,FF56909
3.90.550.10.FF65004,3.90.550.10,FF65004
3.40.50.300.FF616632,3.40.50.300,FF616632
1.20.120.140.FF4548,1.20.120.140,FF4548
3.60.21.10.FF29458,3.60.21.10,FF29458
1.10.10.10.FF264804,1.10.10.10,FF264804
1.25.10.10.FF49034,1.25.10.10,FF49034
3.40.50.300.FF631046,3.40.50.300,FF631046
3.40.50.1820.FF114948,3.40.50.1820,FF114948
1.20.1070.10.FF43507,1.20.1070.10,FF43507
1.10.10.10.FF265094,1.10.10.10,FF265094
3.40.1160.10.FF9362,3.40.1160.10,FF9362
2.60.40.10.FF25169,2.60.40.10,FF25169
1.10.510.10.FF79087,1.10.510.10,FF79087
1.20.58.60.FF2605,1.20.58.60,FF2605
3.30.70.1390.FF1659,3.30.70.1390,FF1659
3.30.420.10.FF45238,3.30.420.10,FF45238
2.60.40.10.FF53207,2.60.40.10,FF53207
2.130.10.30.FF7589,2.130.10.30,FF7589
1.25.10.10.FF10121,1.25.10.10,FF10121
3.40.50.620.FF88798,3.40.50.620,FF88798
3.30.40.10.FF61423,3.30.40.10,FF61423
3.30.40.10.FF61537,3.30.40.10,FF61537
2.170.130.20.FF597,2.170.130.20,FF597
3.40.190.10.FF98058,3.40.190.10,FF98058
3.40.50.2300.FF151763,3.40.50.2300,FF151763
1.20.1070.10.FF45802,1.20.1070.10,FF45802
3.40.50.300.FF631809,3.40.50.300,FF631809
2.60.40.150.FF3431,2.60.40.150,FF3431
2.60.40.10.FF2650,2.60.40.10,FF2650
1.20.1630.10.FF1341,1.20.1630.10,FF1341
2.30.30.30.FF4877,2.30.30.30,FF4877
1.10.150.50.FF4747,1.10.150.50,FF4747
1.25.40.10.FF145002,1.25.40.10,FF145002
3.40.50.720.FF286219,3.40.50.720,FF286219
2.60.120.10.FF54734,2.60.120.10,FF54734
1.10.150.300.FF1971,1.10.150.300,FF1971
3.30.70.1350.FF2658,3.30.70.1350,FF2658
3.40.50.2300.FF151420,3.40.50.2300,FF151420
2.60.40.10.FF135173,2.60.40.10,FF135173
1.20.80.10.FF409,1.20.80.10,FF409
2.60.40.10.FF135277,2.60.40.10,FF135277
2.10.70.10.FF17142,2.10.70.10,FF17142
1.20.58.60.FF7139,1.20.58.60,FF7139
3.30.497.10.FF366,3.30.497.10,FF366
2.130.10.10.FF101883,2.130.10.10,FF101883
3.30.360.10.FF24436,3.30.360.10,FF24436
3.30.200.20.FF3426,3.30.200.20,FF3426
3.90.1720.10.FF6723,3.90.1720.10,FF6723
3.30.420.40.FF79433,3.30.420.40,FF79433
3.10.20.90.FF5805,3.10.20.90,FF5805
3.30.70.330.FF43443,3.30.70.330,FF43443
1.20.120.430.FF8226,1.20.120.430,FF8226
1.20.1170.10.FF15113,1.20.1170.10,FF15113
3.40.50.150.FF128537,3.40.50.150,FF128537
3.80.10.10.FF24894,3.80.10.10,FF24894
2.160.10.10.FF82839,2.160.10.10,FF82839
3.30.870.10.FF12826,3.30.870.10,FF12826
3.30.710.10.FF3533,3.30.710.10,FF3533
1.20.900.10.FF3312,1.20.900.10,FF3312
1.20.140.10.FF16196,1.20.140.10,FF16196
3.30.40.10.FF60874,3.30.40.10,FF60874
1.10.225.10.FF1905,1.10.225.10,FF1905
3.30.450.20.FF2734,3.30.450.20,FF2734
1.10.287.70.FF5539,1.10.287.70,FF5539
2.130.10.10.FF8732,2.130.10.10,FF8732
3.40.50.10190.FF8859,3.40.50.10190,FF8859
2.140.10.10.FF10613,2.140.10.10,FF10613
3.40.50.140.FF2954,3.40.50.140,FF2954
3.30.70.330.FF43653,3.30.70.330,FF43653
2.40.50.140.FF70483,2.40.50.140,FF70483
2.160.10.10.FF79188,2.160.10.10,FF79188
3.30.710.10.FF13562,3.30.710.10,FF13562
4.10.270.10.FF3327,4.10.270.10,FF3327
2.30.29.30.FF21747,2.30.29.30,FF21747
1.20.58.60.FF5331,1.20.58.60,FF5331
1.20.58.60.FF2568,1.20.58.60,FF2568
3.30.1680.10.FF1395,3.30.1680.10,FF1395
2.40.10.10.FF46051,2.40.10.10,FF46051
2.130.10.10.FF102744,2.130.10.10,FF102744
3.30.1010.10.FF1823,3.30.1010.10,FF1823
3.90.190.10.FF11534,3.90.190.10,FF11534
1.20.1070.10.FF45763,1.20.1070.10,FF45763
3.40.190.10.FF140380,3.40.190.10,FF140380
3.40.50.1000.FF57630,3.40.50.1000,FF57630
3.90.1290.10.FF1184,3.90.1290.10,FF1184
3.40.50.2300.FF152251,3.40.50.2300,FF152251
1.20.1250.10.FF8095,1.20.1250.10,FF8095
1.10.1670.10.FF5796,1.10.1670.10,FF5796
3.40.50.1440.FF2989,3.40.50.1440,FF2989
3.40.50.300.FF630871,3.40.50.300,FF630871
