CATH FunFam ID,CATH Family,Functional Family
1.20.1070.10.FF45522,1.20.1070.10,FF45522
1.10.630.10.FF29337,1.10.630.10,FF29337
3.40.850.10.FF4688,3.40.850.10,FF4688
3.30.420.40.FF78964,3.30.420.40,FF78964
3.30.420.40.FF78830,3.30.420.40,FF78830
3.90.70.10.FF17058,3.90.70.10,FF17058
1.10.510.10.FF78745,1.10.510.10,FF78745
1.10.510.10.FF78758,1.10.510.10,FF78758
1.10.10.10.FF264994,1.10.10.10,FF264994
3.30.500.10.FF3475,3.30.500.10,FF3475
1.20.1070.10.FF45381,1.20.1070.10,FF45381
1.10.510.10.FF79093,1.10.510.10,FF79093
1.20.1070.10.FF45459,1.20.1070.10,FF45459
1.20.1070.10.FF45564,1.20.1070.10,FF45564
3.40.50.300.FF627204,3.40.50.300,FF627204
2.60.40.10.FF133345,2.60.40.10,FF133345
3.40.605.10.FF21376,3.40.605.10,FF21376
3.40.50.2000.FF97203,3.40.50.2000,FF97203
3.40.50.2000.FF97317,3.40.50.2000,FF97317
1.20.1070.10.FF45636,1.20.1070.10,FF45636
1.10.287.70.FF16849,1.10.287.70,FF16849
3.40.50.1820.FF115121,3.40.50.1820,FF115121
2.40.100.10.FF7135,2.40.100.10,FF7135
3.90.190.10.FF11472,3.90.190.10,FF11472
3.40.1110.10.FF15491,3.40.1110.10,FF15491
1.10.510.10.FF79298,1.10.510.10,FF79298
1.10.418.10.FF4782,1.10.418.10,FF4782
3.40.50.300.FF629994,3.40.50.300,FF629994
3.30.420.40.FF21170,3.30.420.40,FF21170
1.20.1560.10.FF26651,1.20.1560.10,FF26651
3.40.1500.10.FF948,3.40.1500.10,FF948
2.10.90.10.FF2838,2.10.90.10,FF2838
1.10.510.10.FF78946,1.10.510.10,FF78946
3.20.20.190.FF7559,3.20.20.190,FF7559
2.60.120.10.FF54809,2.60.120.10,FF54809
3.20.20.70.FF120721,3.20.20.70,FF120721
1.20.5.170.FF18190,1.20.5.170,FF18190
3.30.497.10.FF4990,3.30.497.10,FF4990
3.40.50.200.FF10195,3.40.50.200,FF10195
3.30.2410.10.FF1877,3.30.2410.10,FF1877
1.20.1250.20.FF180946,1.20.1250.20,FF180946
1.10.510.10.FF78743,1.10.510.10,FF78743
1.10.287.70.FF16801,1.10.287.70,FF16801
3.60.21.10.FF29344,3.60.21.10,FF29344
1.10.510.10.FF78761,1.10.510.10,FF78761
3.90.190.10.FF11605,3.90.190.10,FF11605
1.10.565.10.FF5096,1.10.565.10,FF5096
1.20.1250.20.FF180590,1.20.1250.20,FF180590
3.40.50.300.FF634947,3.40.50.300,FF634947
1.10.510.10.FF79375,1.10.510.10,FF79375
2.160.10.10.FF81649,2.160.10.10,FF81649
3.30.70.1390.FF1644,3.30.70.1390,FF1644
1.10.287.90.FF4753,1.10.287.90,FF4753
3.40.50.300.FF629966,3.40.50.300,FF629966
1.10.287.950.FF25887,1.10.287.950,FF25887
1.10.1300.10.FF1262,1.10.1300.10,FF1262
1.10.510.10.FF78768,1.10.510.10,FF78768
3.30.710.10.FF13753,3.30.710.10,FF13753
3.40.50.300.FF159011,3.40.50.300,FF159011
1.20.5.110.FF5775,1.20.5.110,FF5775
1.10.287.70.FF16627,1.10.287.70,FF16627
3.20.20.80.FF52966,3.20.20.80,FF52966
1.20.1560.10.FF26709,1.20.1560.10,FF26709
1.10.167.10.FF1811,1.10.167.10,FF1811
1.10.10.10.FF264144,1.10.10.10,FF264144
1.10.238.10.FF32897,1.10.238.10,FF32897
2.60.40.420.FF23893,2.60.40.420,FF23893
1.10.2000.10.FF1020,1.10.2000.10,FF1020
3.40.50.300.FF628382,3.40.50.300,FF628382
1.20.80.10.FF2751,1.20.80.10,FF2751
3.40.309.10.FF17530,3.40.309.10,FF17530
2.70.150.10.FF9808,2.70.150.10,FF9808
3.40.50.300.FF630265,3.40.50.300,FF630265
1.10.287.70.FF16892,1.10.287.70,FF16892
3.40.50.980.FF70439,3.40.50.980,FF70439
3.40.50.300.FF627197,3.40.50.300,FF627197
1.10.540.10.FF15764,1.10.540.10,FF15764
3.30.420.40.FF78669,3.30.420.40,FF78669
3.30.420.40.FF77117,3.30.420.40,FF77117
3.90.640.10.FF8098,3.90.640.10,FF8098
3.40.50.300.FF628018,3.40.50.300,FF628018
1.20.1110.10.FF14665,1.20.1110.10,FF14665
1.10.1070.11.FF1687,1.10.1070.11,FF1687
2.60.40.1400.FF477,2.60.40.1400,FF477
1.10.510.10.FF79235,1.10.510.10,FF79235
3.90.70.10.FF17160,3.90.70.10,FF17160
1.10.510.10.FF78730,1.10.510.10,FF78730
3.30.420.40.FF33256,3.30.420.40,FF33256
3.30.1010.10.FF1841,3.30.1010.10,FF1841
1.10.510.10.FF78985,1.10.510.10,FF78985
3.40.190.10.FF202945,3.40.190.10,FF202945
3.40.50.300.FF633046,3.40.50.300,FF633046
2.60.40.10.FF135943,2.60.40.10,FF135943
3.40.50.450.FF9503,3.40.50.450,FF9503
2.40.170.20.FF26209,2.40.170.20,FF26209
3.30.497.10.FF4980,3.30.497.10,FF4980
1.10.510.10.FF78763,1.10.510.10,FF78763
1.20.5.930.FF459,1.20.5.930,FF459
2.10.90.10.FF2754,2.10.90.10,FF2754
3.40.50.300.FF630778,3.40.50.300,FF630778
3.30.710.10.FF13792,3.30.710.10,FF13792
1.20.1070.10.FF45452,1.20.1070.10,FF45452
1.10.510.10.FF78738,1.10.510.10,FF78738
1.10.510.10.FF79224,1.10.510.10,FF79224
2.160.10.10.FF80689,2.160.10.10,FF80689
1.20.1070.10.FF45613,1.20.1070.10,FF45613
3.40.50.10810.FF9053,3.40.50.10810,FF9053
2.160.10.10.FF73405,2.160.10.10,FF73405
1.10.510.10.FF78684,1.10.510.10,FF78684
3.90.70.10.FF17149,3.90.70.10,FF17149
3.90.70.10.FF17103,3.90.70.10,FF17103
3.40.47.10.FF52485,3.40.47.10,FF52485
1.20.1070.10.FF45700,1.20.1070.10,FF45700
3.30.730.10.FF1969,3.30.730.10,FF1969
3.40.50.300.FF633341,3.40.50.300,FF633341
1.10.220.20.FF754,1.10.220.20,FF754
3.40.50.2300.FF151167,3.40.50.2300,FF151167
1.10.3080.10.FF3035,1.10.3080.10,FF3035
3.40.50.300.FF629962,3.40.50.300,FF629962
1.10.472.10.FF9852,1.10.472.10,FF9852
3.60.20.10.FF15796,3.60.20.10,FF15796
3.30.60.20.FF5564,3.30.60.20,FF5564
1.10.510.10.FF79169,1.10.510.10,FF79169
1.10.287.70.FF16818,1.10.287.70,FF16818
1.10.287.70.FF1972,1.10.287.70,FF1972
2.60.40.820.FF644,2.60.40.820,FF644
3.40.930.10.FF4542,3.40.930.10,FF4542
2.120.10.30.FF33068,2.120.10.30,FF33068
2.70.170.10.FF2370,2.70.170.10,FF2370
3.30.30.30.FF3909,3.30.30.30,FF3909
1.20.1250.10.FF8239,1.20.1250.10,FF8239
1.20.120.80.FF3160,1.20.120.80,FF3160
3.40.50.2000.FF97136,3.40.50.2000,FF97136
2.60.34.10.FF3656,2.60.34.10,FF3656
3.40.50.800.FF9424,3.40.50.800,FF9424
2.60.120.380.FF4707,2.60.120.380,FF4707
3.40.390.10.FF13247,3.40.390.10,FF13247
3.20.20.100.FF15056,3.20.20.100,FF15056
3.40.50.300.FF627923,3.40.50.300,FF627923
1.25.10.10.FF69031,1.25.10.10,FF69031
3.40.50.720.FF292262,3.40.50.720,FF292262
1.10.630.10.FF29314,1.10.630.10,FF29314
1.10.10.10.FF265036,1.10.10.10,FF265036
3.40.50.150.FF135445,3.40.50.150,FF135445
1.20.5.170.FF18295,1.20.5.170,FF18295
1.20.58.390.FF2652,1.20.58.390,FF2652
3.40.1110.10.FF15480,3.40.1110.10,FF15480
2.160.10.10.FF81885,2.160.10.10,FF81885
3.60.20.10.FF15813,3.60.20.10,FF15813
1.10.10.60.FF124216,1.10.10.60,FF124216
1.10.510.10.FF79007,1.10.510.10,FF79007
3.40.50.300.FF628430,3.40.50.300,FF628430
1.20.900.10.FF3381,1.20.900.10,FF3381
2.60.40.10.FF136068,2.60.40.10,FF136068
3.40.50.970.FF36536,3.40.50.970,FF36536
1.10.10.10.FF266614,1.10.10.10,FF266614
3.40.50.300.FF633352,3.40.50.300,FF633352
3.30.50.10.FF4290,3.30.50.10,FF4290
1.20.120.350.FF4198,1.20.120.350,FF4198
3.40.50.300.FF633777,3.40.50.300,FF633777
1.20.1270.10.FF5372,1.20.1270.10,FF5372
4.10.280.10.FF5786,4.10.280.10,FF5786
3.30.70.330.FF43574,3.30.70.330,FF43574
3.40.50.2000.FF97192,3.40.50.2000,FF97192
3.30.40.10.FF60994,3.30.40.10,FF60994
3.40.50.300.FF633480,3.40.50.300,FF633480
3.30.70.1230.FF5743,3.30.70.1230,FF5743
3.40.50.300.FF632367,3.40.50.300,FF632367
1.10.260.40.FF46950,1.10.260.40,FF46950
2.30.42.10.FF24100,2.30.42.10,FF24100
2.40.50.40.FF8841,2.40.50.40,FF8841
2.10.110.10.FF6106,2.10.110.10,FF6106
1.10.510.10.FF79013,1.10.510.10,FF79013
2.70.160.11.FF1304,2.70.160.11,FF1304
3.30.830.10.FF16678,3.30.830.10,FF16678
1.20.140.10.FF16374,1.20.140.10,FF16374
3.10.200.10.FF1430,3.10.200.10,FF1430
1.10.287.70.FF17009,1.10.287.70,FF17009
2.60.40.200.FF2096,2.60.40.200,FF2096
1.20.210.10.FF1527,1.20.210.10,FF1527
2.20.70.10.FF4651,2.20.70.10,FF4651
3.40.50.300.FF630744,3.40.50.300,FF630744
3.40.30.10.FF80093,3.40.30.10,FF80093
3.30.70.1230.FF5760,3.30.70.1230,FF5760
1.25.10.10.FF69176,1.25.10.10,FF69176
1.10.3430.10.FF3434,1.10.3430.10,FF3434
1.10.3860.10.FF3171,1.10.3860.10,FF3171
2.70.150.10.FF9878,2.70.150.10,FF9878
1.10.555.10.FF3968,1.10.555.10,FF3968
3.40.50.300.FF633410,3.40.50.300,FF633410
1.10.390.10.FF5143,1.10.390.10,FF5143
2.40.40.20.FF9846,2.40.40.20,FF9846
3.10.50.10.FF1756,3.10.50.10,FF1756
2.60.40.10.FF137101,2.60.40.10,FF137101
3.40.800.20.FF2855,3.40.800.20,FF2855
3.40.190.10.FF203236,3.40.190.10,FF203236
3.90.70.10.FF17143,3.90.70.10,FF17143
2.170.270.10.FF5100,2.170.270.10,FF5100
3.40.50.20.FF15621,3.40.50.20,FF15621
3.40.50.1820.FF115488,3.40.50.1820,FF115488
3.40.30.10.FF79844,3.40.30.10,FF79844
2.80.10.50.FF13311,2.80.10.50,FF13311
1.10.10.60.FF124590,1.10.10.60,FF124590
3.40.367.20.FF1728,3.40.367.20,FF1728
1.10.287.70.FF16912,1.10.287.70,FF16912
3.30.420.40.FF79206,3.30.420.40,FF79206
3.40.20.10.FF5538,3.40.20.10,FF5538
2.60.40.10.FF2939,2.60.40.10,FF2939
2.130.10.10.FF103486,2.130.10.10,FF103486
3.90.230.10.FF9119,3.90.230.10,FF9119
1.10.238.10.FF32830,1.10.238.10,FF32830
1.25.10.10.FF69381,1.25.10.10,FF69381
4.10.270.10.FF6538,4.10.270.10,FF6538
1.10.287.70.FF16867,1.10.287.70,FF16867
3.30.70.1390.FF1639,3.30.70.1390,FF1639
1.20.1440.80.FF715,1.20.1440.80,FF715
3.40.50.300.FF632810,3.40.50.300,FF632810
1.10.510.10.FF79342,1.10.510.10,FF79342
3.30.420.40.FF78180,3.30.420.40,FF78180
3.40.50.620.FF86425,3.40.50.620,FF86425
2.60.40.10.FF135844,2.60.40.10,FF135844
3.30.505.10.FF4228,3.30.505.10,FF4228
2.10.90.10.FF2857,2.10.90.10,FF2857
2.160.10.10.FF53985,2.160.10.10,FF53985
2.10.110.10.FF6171,2.10.110.10,FF6171
3.30.420.40.FF78860,3.30.420.40,FF78860
3.40.50.80.FF12659,3.40.50.80,FF12659
1.20.1560.10.FF26621,1.20.1560.10,FF26621
3.40.47.10.FF52651,3.40.47.10,FF52651
1.20.58.390.FF2648,1.20.58.390,FF2648
4.10.530.10.FF1617,4.10.530.10,FF1617
1.10.490.10.FF5159,1.10.490.10,FF5159
3.40.390.10.FF13228,3.40.390.10,FF13228
1.20.1070.10.FF45749,1.20.1070.10,FF45749
2.10.110.10.FF6189,2.10.110.10,FF6189
3.40.50.1000.FF57196,3.40.50.1000,FF57196
3.90.550.10.FF64295,3.90.550.10,FF64295
3.10.120.10.FF3879,3.10.120.10,FF3879
3.40.50.300.FF629730,3.40.50.300,FF629730
1.50.40.10.FF9447,1.50.40.10,FF9447
1.20.1070.10.FF45451,1.20.1070.10,FF45451
1.10.510.10.FF78537,1.10.510.10,FF78537
1.20.120.350.FF4260,1.20.120.350,FF4260
3.40.50.1780.FF2140,3.40.50.1780,FF2140
1.10.10.60.FF124223,1.10.10.60,FF124223
3.90.1600.10.FF2028,3.90.1600.10,FF2028
3.20.20.140.FF40698,3.20.20.140,FF40698
1.10.20.10.FF5613,1.10.20.10,FF5613
1.10.1300.10.FF1260,1.10.1300.10,FF1260
1.10.287.940.FF325,1.10.287.940,FF325
1.10.10.10.FF266788,1.10.10.10,FF266788
2.10.110.10.FF6104,2.10.110.10,FF6104
3.40.50.720.FF286468,3.40.50.720,FF286468
1.10.790.10.FF74,1.10.790.10,FF74
1.10.30.10.FF4498,1.10.30.10,FF4498
3.40.50.720.FF291641,3.40.50.720,FF291641
3.30.565.10.FF80954,3.30.565.10,FF80954
3.40.390.10.FF13268,3.40.390.10,FF13268
1.10.1540.10.FF596,1.10.1540.10,FF596
2.70.150.10.FF9839,2.70.150.10,FF9839
2.60.490.10.FF346,2.60.490.10,FF346
3.30.870.10.FF12819,3.30.870.10,FF12819
3.40.50.620.FF86637,3.40.50.620,FF86637
2.20.25.80.FF978,2.20.25.80,FF978
3.30.750.24.FF8342,3.30.750.24,FF8342
3.40.390.10.FF13285,3.40.390.10,FF13285
3.40.605.10.FF21437,3.40.605.10,FF21437
3.30.420.10.FF45932,3.30.420.10,FF45932
1.20.1110.10.FF14688,1.20.1110.10,FF14688
2.20.100.10.FF9944,2.20.100.10,FF9944
3.40.50.300.FF633337,3.40.50.300,FF633337
1.20.1250.20.FF180137,1.20.1250.20,FF180137
1.20.900.10.FF3378,1.20.900.10,FF3378
2.40.10.10.FF47660,2.40.10.10,FF47660
2.130.10.10.FF103908,2.130.10.10,FF103908
1.10.10.60.FF124717,1.10.10.60,FF124717
2.60.40.1730.FF4179,2.60.40.1730,FF4179
2.60.260.20.FF10667,2.60.260.20,FF10667
1.25.10.10.FF68939,1.25.10.10,FF68939
3.90.640.10.FF8095,3.90.640.10,FF8095
2.40.30.10.FF38278,2.40.30.10,FF38278
2.60.40.10.FF134405,2.60.40.10,FF134405
1.20.1070.10.FF45589,1.20.1070.10,FF45589
3.40.50.720.FF289239,3.40.50.720,FF289239
2.40.50.40.FF8828,2.40.50.40,FF8828
3.30.70.270.FF50267,3.30.70.270,FF50267
1.20.1070.10.FF45689,1.20.1070.10,FF45689
3.40.50.300.FF630802,3.40.50.300,FF630802
1.20.1250.20.FF180940,1.20.1250.20,FF180940
1.10.510.10.FF78966,1.10.510.10,FF78966
3.30.50.10.FF4124,3.30.50.10,FF4124
3.40.50.1000.FF57596,3.40.50.1000,FF57596
4.10.400.10.FF12149,4.10.400.10,FF12149
1.10.20.10.FF5627,1.10.20.10,FF5627
1.10.510.10.FF79301,1.10.510.10,FF79301
3.40.50.300.FF634593,3.40.50.300,FF634593
1.10.220.10.FF3853,1.10.220.10,FF3853
1.25.40.70.FF2223,1.25.40.70,FF2223
1.10.287.70.FF16546,1.10.287.70,FF16546
2.60.40.10.FF138383,2.60.40.10,FF138383
3.40.50.300.FF633268,3.40.50.300,FF633268
3.60.10.10.FF13460,3.60.10.10,FF13460
3.40.30.10.FF79754,3.40.30.10,FF79754
3.40.850.10.FF4698,3.40.850.10,FF4698
4.10.10.10.FF187,4.10.10.10,FF187
3.40.50.300.FF629258,3.40.50.300,FF629258
3.10.20.90.FF16490,3.10.20.90,FF16490
3.90.1150.10.FF81751,3.90.1150.10,FF81751
2.60.120.260.FF35252,2.60.120.260,FF35252
1.20.1250.20.FF180864,1.20.1250.20,FF180864
2.20.70.10.FF4663,2.20.70.10,FF4663
3.40.50.300.FF627822,3.40.50.300,FF627822
1.20.58.60.FF16554,1.20.58.60,FF16554
1.25.10.10.FF69271,1.25.10.10,FF69271
3.40.50.10470.FF1938,3.40.50.10470,FF1938
1.20.1070.10.FF45721,1.20.1070.10,FF45721
4.10.1040.10.FF127,4.10.1040.10,FF127
1.10.565.10.FF5076,1.10.565.10,FF5076
2.130.10.130.FF8356,2.130.10.130,FF8356
1.10.1170.10.FF1271,1.10.1170.10,FF1271
3.30.920.20.FF205,3.30.920.20,FF205
3.40.50.300.FF157181,3.40.50.300,FF157181
2.170.130.10.FF21034,2.170.130.10,FF21034
3.20.20.140.FF40672,3.20.20.140,FF40672
1.10.8.270.FF2997,1.10.8.270,FF2997
3.40.50.80.FF12661,3.40.50.80,FF12661
2.10.25.10.FF32983,2.10.25.10,FF32983
3.20.20.80.FF52993,3.20.20.80,FF52993
1.20.1070.10.FF45767,1.20.1070.10,FF45767
2.10.90.10.FF2916,2.10.90.10,FF2916
3.10.110.10.FF6050,3.10.110.10,FF6050
3.40.50.300.FF627498,3.40.50.300,FF627498
3.90.1750.10.FF1877,3.90.1750.10,FF1877
3.40.50.300.FF628823,3.40.50.300,FF628823
1.25.10.10.FF68702,1.25.10.10,FF68702
1.10.287.70.FF16644,1.10.287.70,FF16644
3.40.309.10.FF17591,3.40.309.10,FF17591
3.90.70.10.FF17093,3.90.70.10,FF17093
1.20.1050.20.FF230,1.20.1050.20,FF230
3.90.180.10.FF33953,3.90.180.10,FF33953
2.130.10.10.FF102853,2.130.10.10,FF102853
3.40.50.300.FF630249,3.40.50.300,FF630249
2.60.40.790.FF7693,2.60.40.790,FF7693
1.10.1410.20.FF349,1.10.1410.20,FF349
1.10.4020.10.FF830,1.10.4020.10,FF830
3.10.20.90.FF16481,3.10.20.90,FF16481
2.60.120.200.FF24884,2.60.120.200,FF24884
4.10.800.10.FF1305,4.10.800.10,FF1305
1.10.510.10.FF79517,1.10.510.10,FF79517
3.40.50.300.FF168721,3.40.50.300,FF168721
1.25.10.10.FF69086,1.25.10.10,FF69086
3.20.70.20.FF5046,3.20.70.20,FF5046
3.30.50.10.FF4110,3.30.50.10,FF4110
1.20.120.350.FF4230,1.20.120.350,FF4230
1.10.196.10.FF1075,1.10.196.10,FF1075
1.10.1370.10.FF5221,1.10.1370.10,FF5221
1.10.260.40.FF47131,1.10.260.40,FF47131
3.30.1370.10.FF8613,3.30.1370.10,FF8613
4.10.280.10.FF5610,4.10.280.10,FF5610
2.20.70.10.FF4650,2.20.70.10,FF4650
3.10.100.10.FF12451,3.10.100.10,FF12451
1.20.1070.10.FF45629,1.20.1070.10,FF45629
3.40.50.720.FF289584,3.40.50.720,FF289584
1.10.1420.10.FF5294,1.10.1420.10,FF5294
3.40.50.410.FF19758,3.40.50.410,FF19758
3.40.1110.10.FF15489,3.40.1110.10,FF15489
3.30.365.10.FF16687,3.30.365.10,FF16687
2.40.128.20.FF5945,2.40.128.20,FF5945
2.160.10.10.FF36975,2.160.10.10,FF36975
2.10.90.10.FF2648,2.10.90.10,FF2648
3.30.470.20.FF30561,3.30.470.20,FF30561
2.30.42.10.FF24039,2.30.42.10,FF24039
3.40.640.10.FF63352,3.40.640.10,FF63352
3.40.190.10.FF203337,3.40.190.10,FF203337
3.30.70.330.FF42156,3.30.70.330,FF42156
2.60.40.420.FF24188,2.60.40.420,FF24188
3.40.50.1100.FF25340,3.40.50.1100,FF25340
1.20.1110.10.FF14658,1.20.1110.10,FF14658
1.10.8.10.FF15612,1.10.8.10,FF15612
1.10.150.120.FF3036,1.10.150.120,FF3036
3.40.50.300.FF629820,3.40.50.300,FF629820
3.30.565.10.FF80880,3.30.565.10,FF80880
3.40.1090.10.FF6587,3.40.1090.10,FF6587
3.40.50.620.FF86531,3.40.50.620,FF86531
2.60.40.150.FF15384,2.60.40.150,FF15384
3.20.20.450.FF11975,3.20.20.450,FF11975
3.40.30.10.FF79466,3.40.30.10,FF79466
3.30.810.10.FF1088,3.30.810.10,FF1088
1.10.238.10.FF33022,1.10.238.10,FF33022
3.40.50.720.FF287896,3.40.50.720,FF287896
3.40.50.300.FF635094,3.40.50.300,FF635094
1.25.10.10.FF68964,1.25.10.10,FF68964
1.50.40.10.FF9435,1.50.40.10,FF9435
1.10.10.10.FF265148,1.10.10.10,FF265148
3.20.20.80.FF52946,3.20.20.80,FF52946
2.160.20.10.FF22124,2.160.20.10,FF22124
3.30.505.10.FF4254,3.30.505.10,FF4254
3.30.450.40.FF2040,3.30.450.40,FF2040
1.10.30.10.FF4396,1.10.30.10,FF4396
2.30.30.40.FF18983,2.30.30.40,FF18983
3.40.50.200.FF10272,3.40.50.200,FF10272
3.30.930.10.FF31993,3.30.930.10,FF31993
3.30.365.10.FF16702,3.30.365.10,FF16702
3.40.50.1100.FF25314,3.40.50.1100,FF25314
3.40.800.20.FF2844,3.40.800.20,FF2844
1.10.760.10.FF19994,1.10.760.10,FF19994
1.20.1310.10.FF3203,1.20.1310.10,FF3203
1.20.1080.10.FF5087,1.20.1080.10,FF5087
3.90.1150.10.FF81172,3.90.1150.10,FF81172
1.10.287.70.FF4710,1.10.287.70,FF4710
3.60.40.10.FF11479,3.60.40.10,FF11479
2.60.40.10.FF4980,2.60.40.10,FF4980
2.60.40.150.FF15254,2.60.40.150,FF15254
3.20.20.120.FF7462,3.20.20.120,FF7462
3.30.70.1230.FF5759,3.30.70.1230,FF5759
3.40.630.10.FF34847,3.40.630.10,FF34847
3.40.50.1000.FF57378,3.40.50.1000,FF57378
3.40.640.10.FF63379,3.40.640.10,FF63379
3.40.50.300.FF629787,3.40.50.300,FF629787
1.10.630.10.FF29452,1.10.630.10,FF29452
1.20.1070.10.FF45670,1.20.1070.10,FF45670
2.40.70.10.FF23002,2.40.70.10,FF23002
1.10.287.570.FF286,1.10.287.570,FF286
1.10.287.70.FF17034,1.10.287.70,FF17034
3.40.50.1000.FF57212,3.40.50.1000,FF57212
3.30.1490.20.FF23032,3.30.1490.20,FF23032
2.10.110.10.FF6145,2.10.110.10,FF6145
2.60.40.630.FF154,2.60.40.630,FF154
2.40.10.10.FF46285,2.40.10.10,FF46285
2.60.40.10.FF1670,2.60.40.10,FF1670
2.60.40.10.FF137654,2.60.40.10,FF137654
3.40.718.10.FF9756,3.40.718.10,FF9756
1.10.630.10.FF29317,1.10.630.10,FF29317
1.25.10.10.FF69150,1.25.10.10,FF69150
3.40.50.2300.FF151905,3.40.50.2300,FF151905
3.30.70.1230.FF5784,3.30.70.1230,FF5784
2.40.100.10.FF7134,2.40.100.10,FF7134
1.20.920.10.FF4435,1.20.920.10,FF4435
3.30.360.10.FF24078,3.30.360.10,FF24078
3.90.550.10.FF64971,3.90.550.10,FF64971
3.40.640.10.FF63207,3.40.640.10,FF63207
4.10.40.20.FF175,4.10.40.20,FF175
3.30.1370.10.FF8682,3.30.1370.10,FF8682
2.30.38.10.FF31145,2.30.38.10,FF31145
1.25.10.10.FF70255,1.25.10.10,FF70255
2.40.10.10.FF47656,2.40.10.10,FF47656
2.60.40.10.FF137939,2.60.40.10,FF137939
2.70.150.10.FF9830,2.70.150.10,FF9830
3.40.50.970.FF36616,3.40.50.970,FF36616
3.40.50.980.FF70126,3.40.50.980,FF70126
3.40.50.620.FF84131,3.40.50.620,FF84131
3.40.50.1360.FF8336,3.40.50.1360,FF8336
1.10.8.60.FF47182,1.10.8.60,FF47182
3.10.20.30.FF22569,3.10.20.30,FF22569
2.30.42.10.FF24083,2.30.42.10,FF24083
3.30.70.330.FF43271,3.30.70.330,FF43271
1.10.287.110.FF14663,1.10.287.110,FF14663
3.90.1150.10.FF81337,3.90.1150.10,FF81337
1.10.510.10.FF78788,1.10.510.10,FF78788
3.20.20.70.FF120783,3.20.20.70,FF120783
2.60.120.260.FF35621,2.60.120.260,FF35621
1.20.1110.10.FF14653,1.20.1110.10,FF14653
3.40.630.10.FF34828,3.40.630.10,FF34828
2.130.10.10.FF102995,2.130.10.10,FF102995
3.40.50.300.FF626490,3.40.50.300,FF626490
2.60.40.10.FF61072,2.60.40.10,FF61072
1.25.10.10.FF70133,1.25.10.10,FF70133
3.40.640.10.FF63300,3.40.640.10,FF63300
2.10.25.10.FF45768,2.10.25.10,FF45768
2.130.10.10.FF102698,2.130.10.10,FF102698
3.30.559.10.FF22542,3.30.559.10,FF22542
1.25.10.10.FF69013,1.25.10.10,FF69013
1.25.40.180.FF4336,1.25.40.180,FF4336
3.40.50.300.FF634046,3.40.50.300,FF634046
3.40.50.300.FF634971,3.40.50.300,FF634971
3.40.50.300.FF635115,3.40.50.300,FF635115
1.10.600.10.FF9629,1.10.600.10,FF9629
3.40.366.10.FF12448,3.40.366.10,FF12448
2.60.40.10.FF137212,2.60.40.10,FF137212
3.40.30.10.FF79782,3.40.30.10,FF79782
3.30.499.10.FF6992,3.30.499.10,FF6992
3.40.50.300.FF623439,3.40.50.300,FF623439
2.60.120.40.FF2598,2.60.120.40,FF2598
2.60.40.10.FF97837,2.60.40.10,FF97837
2.60.40.10.FF31217,2.60.40.10,FF31217
3.30.160.20.FF10067,3.30.160.20,FF10067
2.60.210.10.FF2360,2.60.210.10,FF2360
3.10.100.10.FF12397,3.10.100.10,FF12397
3.40.50.360.FF16299,3.40.50.360,FF16299
3.40.50.10140.FF4403,3.40.50.10140,FF4403
2.60.40.10.FF137185,2.60.40.10,FF137185
3.30.420.10.FF45256,3.30.420.10,FF45256
2.60.120.10.FF54745,2.60.120.10,FF54745
3.10.110.10.FF6053,3.10.110.10,FF6053
1.10.640.10.FF1611,1.10.640.10,FF1611
1.20.120.350.FF4259,1.20.120.350,FF4259
2.30.29.30.FF22238,2.30.29.30,FF22238
1.50.10.10.FF18715,1.50.10.10,FF18715
1.10.510.10.FF79324,1.10.510.10,FF79324
1.20.200.10.FF7080,1.20.200.10,FF7080
1.10.287.70.FF12,1.10.287.70,FF12
3.40.50.1240.FF13360,3.40.50.1240,FF13360
1.10.10.60.FF124085,1.10.10.60,FF124085
1.10.600.10.FF9651,1.10.600.10,FF9651
2.40.30.10.FF38281,2.40.30.10,FF38281
3.30.70.330.FF43546,3.30.70.330,FF43546
3.40.50.1000.FF57251,3.40.50.1000,FF57251
2.10.110.10.FF6107,2.10.110.10,FF6107
3.20.20.70.FF120246,3.20.20.70,FF120246
3.30.50.10.FF4132,3.30.50.10,FF4132
3.40.50.300.FF634471,3.40.50.300,FF634471
1.10.10.60.FF124814,1.10.10.60,FF124814
2.60.40.10.FF136310,2.60.40.10,FF136310
3.40.50.740.FF11968,3.40.50.740,FF11968
1.10.10.10.FF264789,1.10.10.10,FF264789
3.20.20.80.FF53220,3.20.20.80,FF53220
3.30.390.50.FF3449,3.30.390.50,FF3449
1.20.190.20.FF690,1.20.190.20,FF690
1.20.1270.60.FF4674,1.20.1270.60,FF4674
3.40.50.1000.FF57876,3.40.50.1000,FF57876
3.30.565.10.FF80664,3.30.565.10,FF80664
1.10.150.20.FF27233,1.10.150.20,FF27233
3.30.40.10.FF61123,3.30.40.10,FF61123
3.40.50.300.FF618177,3.40.50.300,FF618177
1.10.30.10.FF4311,1.10.30.10,FF4311
3.30.50.10.FF4122,3.30.50.10,FF4122
1.20.5.340.FF4521,1.20.5.340,FF4521
3.40.50.1000.FF57713,3.40.50.1000,FF57713
1.10.150.250.FF562,1.10.150.250,FF562
3.40.50.200.FF10257,3.40.50.200,FF10257
3.90.70.10.FF16912,3.90.70.10,FF16912
1.20.1070.10.FF45696,1.20.1070.10,FF45696
